Latitude,Longitude,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,NDVI,EVI,SAVI,GNDVI,LAI,NDWI,MNDWI,NDMI,NDBI,ISA,BU,NDISI,NDBaI,BSI,DBSI,LSE,Albedo,SWIR1_NIR,SWIR2_NIR,red,green,blue,nir08,lwir11,NDVI_Landsat,emissivity,LST,elevation,UHI_Class,label
-22.90119167,-43.27832,1957.0,2003.5,2168.5,2284.0,2543.5,2754.0,2904.5,2820.5,2974.0,3363.5,3189.0,0.10510334019002841,0.11664818559345988,0.15763956904995102,0.13068751252756064,0.7281646159687092,-0.13068751252756064,-0.21601590744757773,-0.0878072445019405,0.0878072445019405,-0.08965861420048857,-0.017296095688087917,0.11475681498052863,0.026631056848531096,0.07864202836269875,0.11091256725754932,0.9864002389352484,0.25597179999999997,1.192519056904762,1.1306505938662956,0.11506749999999999,0.09877375,0.07310250000000001,0.17998125,49.72467740000002,0.22001025254301204,0.9860177960091927,50.840055570372726,25.586368560791016,Medium,Brazil
-22.901215,-43.27829833,1957.0,2003.5,2168.5,2284.0,2543.5,2754.0,2904.5,2820.5,2974.0,3363.5,3189.0,0.10510334019002841,0.11664818559345988,0.15763956904995102,0.13068751252756064,0.7281646159687092,-0.13068751252756064,-0.21601590744757773,-0.0878072445019405,0.0878072445019405,-0.08965861420048857,-0.017296095688087917,0.11475681498052863,0.026631056848531096,0.07864202836269875,0.11091256725754932,0.9864002389352484,0.25597179999999997,1.192519056904762,1.1306505938662956,0.11506749999999999,0.09877375,0.07310250000000001,0.17998125,49.72467740000002,0.22001025254301204,0.9860177960091927,50.840055570372726,25.586368560791016,Medium,Brazil
-22.901235,-43.27827667,1957.0,2003.5,2168.5,2284.0,2543.5,2754.0,2904.5,2820.5,2974.0,3363.5,3189.0,0.10510334019002841,0.11664818559345988,0.15763956904995102,0.13068751252756064,0.7281646159687092,-0.13068751252756064,-0.21601590744757773,-0.0878072445019405,0.0878072445019405,-0.08965861420048857,-0.017296095688087917,0.11475681498052863,0.026631056848531096,0.07864202836269875,0.11091256725754932,0.9864002389352484,0.25597179999999997,1.192519056904762,1.1306505938662956,0.11506749999999999,0.09877375,0.07310250000000001,0.17998125,49.72467740000002,0.22001025254301204,0.9860177960091927,50.840055570372726,25.586368560791016,Medium,Brazil
-22.90129833,-43.27821833,1957.0,2003.5,2168.5,2284.0,2543.5,2754.0,2904.5,2820.5,2974.0,3363.5,3189.0,0.10510334019002841,0.11664818559345988,0.15763956904995102,0.13068751252756064,0.7281646159687092,-0.13068751252756064,-0.21601590744757773,-0.0878072445019405,0.0878072445019405,-0.08965861420048857,-0.017296095688087917,0.11475681498052863,0.026631056848531096,0.07864202836269875,0.11091256725754932,0.9864002389352484,0.25597179999999997,1.192519056904762,1.1306505938662956,0.11506749999999999,0.09877375,0.07310250000000001,0.17998125,49.72467740000002,0.22001025254301204,0.9860177960091927,50.840055570372726,24.89735984802246,Medium,Brazil
-22.901335,-43.278185,1957.0,2003.5,2168.5,2284.0,2543.5,2754.0,2904.5,2820.5,2974.0,3363.5,3189.0,0.10510334019002841,0.11664818559345988,0.15763956904995102,0.13068751252756064,0.7281646159687092,-0.13068751252756064,-0.21601590744757773,-0.0878072445019405,0.0878072445019405,-0.08965861420048857,-0.017296095688087917,0.11475681498052863,0.026631056848531096,0.07864202836269875,0.11091256725754932,0.9864002389352484,0.25597179999999997,1.192519056904762,1.1306505938662956,0.11506749999999999,0.09877375,0.07310250000000001,0.17998125,49.72467740000002,0.22001025254301204,0.9860177960091927,50.840055570372726,24.89735984802246,Medium,Brazil
-22.901375,-43.27814833,1957.0,2003.5,2168.5,2284.0,2543.5,2754.0,2904.5,2820.5,2974.0,3363.5,3189.0,0.10510334019002841,0.11664818559345988,0.15763956904995102,0.13068751252756064,0.7281646159687092,-0.13068751252756064,-0.21601590744757773,-0.0878072445019405,0.0878072445019405,-0.08965861420048857,-0.017296095688087917,0.11475681498052863,0.026631056848531096,0.07864202836269875,0.11091256725754932,0.9864002389352484,0.25597179999999997,1.192519056904762,1.1306505938662956,0.11506749999999999,0.09877375,0.07310250000000001,0.17998125,49.72467740000002,0.22001025254301204,0.9860177960091927,50.840055570372726,24.89735984802246,High,Brazil
-22.901415,-43.27810833,1957.0,2003.5,2168.5,2284.0,2543.5,2754.0,2904.5,2820.5,2974.0,3363.5,3189.0,0.10510334019002841,0.11664818559345988,0.15763956904995102,0.13068751252756064,0.7281646159687092,-0.13068751252756064,-0.21601590744757773,-0.0878072445019405,0.0878072445019405,-0.08965861420048857,-0.017296095688087917,0.11475681498052863,0.026631056848531096,0.07864202836269875,0.11091256725754932,0.9864002389352484,0.25597179999999997,1.192519056904762,1.1306505938662956,0.11506749999999999,0.09877375,0.07310250000000001,0.17998125,49.72467740000002,0.22001025254301204,0.9860177960091927,50.840055570372726,27.643068313598633,High,Brazil
-22.90145167,-43.27807167,1957.0,2003.5,2168.5,2284.0,2543.5,2754.0,2904.5,2820.5,2974.0,3363.5,3189.0,0.10510334019002841,0.11664818559345988,0.15763956904995102,0.13068751252756064,0.7281646159687092,-0.13068751252756064,-0.21601590744757773,-0.0878072445019405,0.0878072445019405,-0.08965861420048857,-0.017296095688087917,0.11475681498052863,0.026631056848531096,0.07864202836269875,0.11091256725754932,0.9864002389352484,0.25597179999999997,1.192519056904762,1.1306505938662956,0.11506749999999999,0.09877375,0.07310250000000001,0.17998125,49.72467740000002,0.22001025254301204,0.9860177960091927,50.840055570372726,27.643068313598633,High,Brazil
-22.90149667,-43.27803,1957.0,2003.5,2168.5,2284.0,2543.5,2754.0,2904.5,2820.5,2974.0,3363.5,3189.0,0.10510334019002841,0.11664818559345988,0.15763956904995102,0.13068751252756064,0.7281646159687092,-0.13068751252756064,-0.21601590744757773,-0.0878072445019405,0.0878072445019405,-0.08965861420048857,-0.017296095688087917,0.11475681498052863,0.026631056848531096,0.07864202836269875,0.11091256725754932,0.9864002389352484,0.25597179999999997,1.192519056904762,1.1306505938662956,0.11506749999999999,0.09877375,0.07310250000000001,0.17998125,49.72467740000002,0.22001025254301204,0.9860177960091927,50.840055570372726,27.643068313598633,High,Brazil
-22.901545,-43.27798333,1957.0,2003.5,2168.5,2284.0,2543.5,2754.0,2904.5,2820.5,2974.0,3363.5,3189.0,0.10510334019002841,0.11664818559345988,0.15763956904995102,0.13068751252756064,0.7281646159687092,-0.13068751252756064,-0.21601590744757773,-0.0878072445019405,0.0878072445019405,-0.08965861420048857,-0.017296095688087917,0.11475681498052863,0.026631056848531096,0.07864202836269875,0.11091256725754932,0.9864002389352484,0.25597179999999997,1.192519056904762,1.1306505938662956,0.11506749999999999,0.09877375,0.07310250000000001,0.17998125,49.72467740000002,0.22001025254301204,0.9860177960091927,50.840055570372726,25.182262420654297,High,Brazil
